0,0.813195,1.607321,0.181674,4.234375
1,0.846894,1.562199,0.172033,8.484375
2,0.866158,1.512174,0.182115,12.625000
3,0.879825,1.411014,0.194363,16.781250
4,0.890673,1.355927,0.223231,20.953125
5,0.896205,1.382634,0.241738,25.109375
6,0.898524,1.404213,0.232489,29.312500
7,0.898774,1.387791,0.225399,33.500000
8,0.898660,1.398328,0.230765,37.656250
9,0.897822,1.382108,0.227300,41.796875
10,0.896721,1.400957,0.232666,45.906250
11,0.896533,1.395706,0.226448,50.031250
12,0.896408,1.389133,0.228155,54.171875
13,0.897067,1.407462,0.230319,58.265625
14,0.897065,1.393284,0.224359,62.375000
15,0.897511,1.391937,0.228949,66.500000
16,0.897797,1.376917,0.229392,70.625000
17,0.897985,1.380386,0.234424,74.843750
18,0.897936,1.365434,0.233247,78.984375
19,0.898041,1.362702,0.238383,83.078125
20,0.898072,1.353371,0.239340,87.187500
21,0.898127,1.352817,0.242652,91.296875
22,0.898187,1.351721,0.242851,95.437500
23,0.898275,1.354440,0.243245,99.531250
24,0.898496,1.348643,0.242269,103.656250
25,0.898555,1.349636,0.244356,107.796875
26,0.898611,1.350651,0.243997,112.000000
27,0.898939,1.347793,0.243630,116.140625
28,0.898955,1.347262,0.244665,120.265625
29,0.899019,1.347982,0.244857,124.375000
0.499393,0.001350,-1.120572
-0.000858,0.495433,0.463685
0.000018,-0.000022,0.999946
124.375000
