0,0.682468,2.788020,0.065235,4.109375
1,0.708546,2.602697,0.057178,8.062500
2,0.740688,2.593469,0.065610,11.953125
3,0.763530,2.637342,0.066078,15.953125
4,0.778540,2.586649,0.063898,19.984375
5,0.790298,2.605027,0.066427,23.875000
6,0.793985,2.506230,0.065493,27.781250
7,0.792946,2.489524,0.070758,31.656250
8,0.794718,2.487524,0.071711,35.453125
9,0.793224,2.456924,0.071826,39.296875
10,0.797308,2.434813,0.073626,43.125000
11,0.798026,2.439341,0.074970,46.984375
12,0.801017,2.481947,0.074692,50.875000
13,0.798962,2.455874,0.072149,54.765625
14,0.800325,2.438555,0.073689,58.625000
15,0.798652,2.469662,0.074740,62.484375
16,0.797686,2.533366,0.072869,66.281250
17,0.796274,2.514299,0.069250,70.125000
18,0.795801,2.572047,0.070305,73.890625
19,0.793847,2.570642,0.067183,77.718750
20,0.793356,2.568316,0.067256,81.531250
21,0.791944,2.564165,0.067378,85.359375
22,0.792134,2.535524,0.067597,89.343750
23,0.790351,2.549383,0.069132,93.265625
24,0.791289,2.582964,0.068383,97.093750
25,0.788807,2.551555,0.066616,100.921875
26,0.787895,2.583663,0.068267,104.734375
27,0.785781,2.595541,0.066580,108.578125
28,0.785701,2.574511,0.065972,112.390625
29,0.785107,2.575503,0.067054,116.218750
0.497333,0.006715,-0.408412
-0.001706,0.488443,1.670501
0.000038,-0.000082,0.999688
116.218750
