0,0.265379,1.523999,0.199763,10.468750
1,0.276197,1.519109,0.191359,21.312500
2,0.291602,1.502447,0.192593,31.906250
3,0.311858,1.495971,0.196888,43.593750
4,0.323827,1.494715,0.198596,55.078125
5,0.340652,1.492413,0.198930,65.796875
6,0.355313,1.475312,0.199544,77.125000
7,0.360522,1.473730,0.204197,87.515625
8,0.380175,1.460500,0.204636,97.625000
9,0.386679,1.461343,0.208360,107.875000
10,0.402911,1.457589,0.208120,118.046875
11,0.409633,1.459035,0.209193,127.953125
12,0.429545,1.445895,0.208779,137.937500
13,0.432061,1.442053,0.212591,147.796875
14,0.450825,1.431651,0.213725,157.796875
15,0.453934,1.434756,0.216842,167.562500
16,0.467611,1.422705,0.215904,177.531250
17,0.469766,1.424692,0.219577,187.375000
18,0.481568,1.413474,0.218966,197.687500
19,0.483515,1.408092,0.222455,207.578125
20,0.494640,1.388622,0.224159,217.531250
21,0.496808,1.383356,0.230489,227.437500
22,0.504643,1.398198,0.232247,237.343750
23,0.505453,1.394602,0.227342,247.046875
24,0.513248,1.382491,0.228516,256.953125
25,0.513647,1.382301,0.232537,266.656250
26,0.526441,1.375004,0.232601,276.828125
27,0.527152,1.372249,0.235077,288.875000
28,0.539074,1.375109,0.236021,301.750000
29,0.539712,1.374696,0.235041,314.140625
0.504293,-0.012357,-4.472154
0.020306,0.496907,0.723490
0.000118,-0.000073,0.999264
314.140625
