0,0.699923,2.525666,0.071625,8.015625
1,0.736281,2.388329,0.069673,15.906250
2,0.770875,2.285258,0.077916,23.796875
3,0.796492,2.169890,0.085103,31.875000
4,0.817852,2.077566,0.094393,40.109375
5,0.838678,1.982789,0.102969,48.203125
6,0.856827,1.895167,0.113048,56.062500
7,0.859845,1.923791,0.123744,63.921875
8,0.872408,1.901879,0.120089,71.859375
9,0.873367,1.895277,0.122872,79.781250
10,0.885247,1.840744,0.123729,87.609375
11,0.885538,1.833018,0.131169,95.375000
12,0.892098,1.817251,0.132277,103.281250
13,0.892136,1.809119,0.134582,111.156250
14,0.898181,1.808660,0.135795,119.015625
15,0.898264,1.808731,0.135864,126.781250
16,0.902975,1.786026,0.135853,134.593750
17,0.903056,1.791434,0.139329,142.375000
18,0.906116,1.760326,0.138489,150.515625
19,0.906185,1.753453,0.143427,158.734375
20,0.908318,1.747921,0.144554,166.656250
21,0.908476,1.751411,0.145470,174.484375
22,0.910023,1.745790,0.144891,182.312500
23,0.910194,1.740001,0.145825,190.109375
24,0.911292,1.775544,0.146797,198.062500
25,0.911448,1.761914,0.140979,206.109375
26,0.912355,1.759748,0.143169,214.078125
27,0.912548,1.750297,0.143521,221.937500
28,0.913032,1.742287,0.145075,229.765625
29,0.913129,1.741876,0.146412,237.546875
0.487259,-0.004813,-1.513355
0.003207,0.492044,6.737673
-0.000008,-0.000028,0.999707
237.546875
