0,0.664199,2.097236,0.107177,8.265625
1,0.683288,2.054520,0.101047,16.531250
2,0.701774,2.011768,0.105292,24.765625
3,0.718935,1.956658,0.109815,32.968750
4,0.733185,1.909177,0.116088,41.218750
5,0.747682,1.875523,0.121934,49.390625
6,0.763235,1.834286,0.126349,57.968750
7,0.766807,1.827193,0.132094,66.343750
8,0.780603,1.751519,0.133122,74.515625
9,0.781068,1.757353,0.144873,82.593750
10,0.795199,1.712607,0.143913,90.765625
11,0.796088,1.701627,0.151531,98.859375
12,0.808846,1.663978,0.153493,107.015625
13,0.809109,1.668456,0.160518,115.390625
14,0.822596,1.622633,0.159657,123.656250
15,0.822713,1.625556,0.168802,131.765625
16,0.833715,1.599207,0.168195,140.000000
17,0.833539,1.593949,0.173783,148.093750
18,0.844701,1.556940,0.174932,156.437500
19,0.844671,1.560457,0.183347,164.671875
20,0.851882,1.521382,0.182521,172.812500
21,0.851998,1.521261,0.192018,180.921875
22,0.858600,1.474750,0.192048,189.062500
23,0.858553,1.479494,0.204353,197.250000
24,0.865571,1.445799,0.203044,205.578125
25,0.865560,1.446805,0.212619,213.718750
26,0.871787,1.412209,0.212323,222.046875
27,0.871882,1.409253,0.222854,230.187500
28,0.878356,1.374206,0.223790,238.250000
29,0.878428,1.377572,0.235350,246.375000
0.489413,0.000767,-4.445795
0.001862,0.496666,4.928665
0.000025,-0.000021,0.999692
246.375000
