0,0.721891,2.040750,0.107864,8.140625
1,0.749678,1.982088,0.106718,16.328125
2,0.775288,1.882988,0.113128,24.593750
3,0.802163,1.764888,0.125349,32.906250
4,0.827652,1.654053,0.142687,41.218750
5,0.850082,1.552269,0.162450,49.265625
6,0.870267,1.479839,0.184452,57.312500
7,0.877515,1.461133,0.202950,65.281250
8,0.893406,1.388143,0.208180,73.296875
9,0.896324,1.384750,0.230648,81.421875
10,0.907089,1.330463,0.231779,89.500000
11,0.907868,1.329654,0.251080,97.546875
12,0.917311,1.289849,0.251385,105.625000
13,0.917630,1.290844,0.267140,113.578125
14,0.922759,1.281823,0.266729,121.640625
15,0.922764,1.282529,0.270496,129.625000
16,0.927592,1.268466,0.270198,137.750000
17,0.927584,1.260114,0.276223,145.906250
18,0.931491,1.238858,0.279897,153.937500
19,0.931566,1.235986,0.289584,162.078125
20,0.934558,1.212616,0.290931,170.140625
21,0.934372,1.205258,0.302253,178.187500
22,0.936396,1.190780,0.305955,186.296875
23,0.936374,1.188419,0.313440,194.546875
24,0.937805,1.180387,0.314687,202.656250
25,0.937810,1.174275,0.318984,210.640625
26,0.939122,1.159411,0.322313,218.718750
27,0.939151,1.161408,0.330630,226.734375
28,0.939946,1.152597,0.329494,234.875000
29,0.939902,1.158067,0.334551,242.890625
0.492519,-0.001744,-1.060160
0.001132,0.494268,5.451932
-0.000003,-0.000031,0.999731
242.890625
