0,0.707126,2.708974,0.057981,7.750000
1,0.748215,2.579881,0.060563,15.640625
2,0.788903,2.419360,0.066776,23.468750
3,0.814772,2.306548,0.075931,31.218750
4,0.831101,2.232426,0.083540,38.984375
5,0.846275,2.179750,0.089179,47.109375
6,0.859983,2.118162,0.093541,55.250000
7,0.863107,2.156905,0.099060,64.109375
8,0.875843,2.120098,0.095533,72.171875
9,0.876760,2.096843,0.098879,80.171875
10,0.884992,2.083874,0.101085,88.890625
11,0.885384,2.077873,0.102347,96.812500
12,0.891994,2.047293,0.102939,104.593750
13,0.892068,2.038324,0.106037,112.359375
14,0.895630,2.059064,0.106972,120.593750
15,0.895663,2.057330,0.104828,128.406250
16,0.896969,2.032024,0.105005,136.468750
17,0.897051,2.027609,0.107637,144.359375
18,0.899186,2.016770,0.108106,152.062500
19,0.899192,2.021684,0.109271,159.750000
20,0.900608,2.022065,0.108740,167.578125
21,0.900670,2.022175,0.108699,175.375000
22,0.901674,2.020312,0.108688,183.078125
23,0.901844,2.016830,0.108888,190.781250
24,0.902388,1.997081,0.109264,198.593750
25,0.902505,1.984055,0.111436,206.828125
26,0.903032,2.015601,0.112904,215.421875
27,0.903042,2.003576,0.109398,223.515625
28,0.903394,1.985839,0.110715,231.390625
29,0.903448,1.983656,0.112701,239.218750
0.484951,-0.005888,-1.010195
0.002970,0.490747,7.141986
-0.000008,-0.000038,0.999537
239.218750
